Date,Julian Day,Time,Air Temp,Site,Conductivity,Water Temp,pH,Salinity,Turbidity,DO,Chloride,Year
8/11/2020,954,10:11,22.22,WeCr11,648,22.4,8.13,0.31,11.78,5.6,73.03,2020
8/19/2020,962,14:06,25,WeCr11,701,24.6,8.6,0.34,7.85,7.37,72.41,2020
9/2/2020,976,15:09,25,WeCr11,477.5,22.8,8.23,0.23,181,6.69,48.12,2020
9/16/2020,990,15:22,23.33,WeCr11,641,20.5,9.21,0.31,15.2,7.95,58.33,2020
9/23/2020,997,13:18,21.67,WeCr11,696,16.3,8.25,0.34,11.38,9.26,72.69,2020
9/30/2020,1004,13:09,15.56,WeCr11,655,16.7,8.28,0.32,2.97,8.66,62.33,2020
6/5/2021,1252,15:00,31,WeCr11,659,24.4,8.3,0.27,2.01,8.79,79.14,2021
6/12/2021,1259,14:12,26,WeCr11,542,24.8,8.38,0.26,7.12,3.83,73.29,2021
6/19/2021,1266,17:25,22.5,WeCr11,602,22.7,8.39,0.29,2.6,9.08,65.37,2021
6/26/2021,1273,12:41,28,WeCr11,638,23.4,8.4,0.31,4.69,4.09,74.73,2021
7/2/2021,1279,12:55,21,WeCr11,475,19.1,8.06,,42.73,8.75,36.34,2021
7/11/2021,1288,12:14,27,WeCr11,594,23.3,8.45,,8.09,10.2,50.05,2021
7/15/2021,1292,11:53,26,WeCr11,497.7,22.6,8.26,,11.63,8.69,37.45,2021
7/22/2021,1299,12:44,28.9,WeCr11,547,21,8.4,,4.43,10.23,44.71,2021
7/29/2021,1306,10:55,24.44,WeCr11,594,21.6,8.29,,3.1,8.77,50.31,2021
8/22/2021,1330,11:50,27.8,WeCr11,542,22.7,8.34,,28.73,9.03,35.38,2021
9/2/2021,1341,12:20,21.67,WeCr11,375.8,19,8.2,0.18,31.9,8.38,28.41,2021
9/6/2021,1345,12:57,23.89,WeCr11,505.3,20.1,8.45,0.24,20.6,8.63,43.88,2021
9/11/2021,1350,13:42,20,WeCr11,515.6,19,8.56,0.25,1.88,10.94,50.6,2021
9/25/2021,1364,12:45,17.2,WeCr11,577.9,16.2,8.64,0.28,3.03,11.34,60.46,2021
9/29/2021,1368,10:08,14.4,WeCr11,529.3,15.6,8.35,0.26,11.78,9.04,38.32,2021
6/21/2019,537,9:55,18.89,WrCr,277.6,16.2,8.03,0.13,,9.14,2,2019
6/28/2019,544,10:16,25.56,WrCr,384,18,8.37,0.18,,8.63,5.44,2019
7/4/2019,550,11:01,25.56,WrCr,397.1,20,8.58,0.19,,7.72,6.07,2019
7/12/2019,558,9:17,20.56,WrCr,326.4,18.6,8.64,0.16,65.85,9.24,3.61,2019
7/29/2019,575,9:00,23.89,WrCr,447.5,18.8,8.45,0.21,54.95,7.75,5.06,2019
8/7/2019,584,9:11,20,WrCr,407.3,19.2,8.48,0.2,58.6,7.2,2.3,2019
8/30/2019,607,13:49,27.78,WrCr,447.1,18.6,8.25,0.22,,6.46,,2020
9/18/2019,626,11:20,21.11,WrCr,486.8,16,8.13,0.24,17.33,7.25,,2020
6/5/2020,887,10:16,20.56,WrCr,414.4,16.9,8.23,0.2,,6.84,9.36,2020
6/9/2020,891,10:20,23.56,WrCr,433.1,15.2,8.12,0.21,,8.85,,2020
6/17/2020,899,8:27,16.67,WrCr,444.7,14.4,8.25,0.22,58.9,9.56,,2020
6/23/2020,905,8:26,21.11,WrCr,438.4,17.9,8.25,0.21,,7.77,,2020
6/29/2020,911,8:59,20.56,WrCr,433.7,17.8,8.29,0.21,45.83,7.96,2.82,2020
7/8/2020,920,8:30,21.67,WrCr,420.7,18.9,8.22,0.21,,7.89,3.07,2020
8/4/2020,947,9:29,21.11,WrCr,470.1,18.7,8.2,0.23,36.33,6.57,8.89,2020
8/12/2020,955,9:18,23.89,WrCr,484.8,19.1,8.22,0.23,22.08,6.06,7.76,2020
8/19/2020,962,11:41,23.59,WrCr,476.7,17.3,8.25,0.23,19.85,6.12,11.6,2020
8/26/2020,969,12:08,23.89,WrCr,475.7,18.5,8.16,0.23,25.2,6.58,10.31,2020
9/2/2020,976,11:52,24.44,WrCr,390.7,20.4,8.03,0.19,50.5,6.97,5.44,2020
9/9/2020,983,14:52,29.44,WrCr,453.1,19.6,8.22,0.22,58.2,6.16,4.99,2020
9/16/2020,990,16:21,24.44,WrCr,481.2,16,8.92,0.23,28.1,6.74,7.94,2020
9/23/2020,997,14:54,23.89,WrCr,465.5,12.9,8.07,0.23,11.25,7.7,7.11,2020
9/30/2020,1004,14:40,16.67,WrCr,445.3,14.1,8.08,0.22,15.98,6.55,5.63,2020
6/11/2021,1258,11:20,22,WrCr,454.3,18.7,7.91,0.22,44.33,6.46,10.55,2021
6/17/2021,1264,11:13,19,WrCr,454.8,13.7,7.99,0.22,30.53,7.26,22.66,2021
6/24/2021,1271,11:21,22,WrCr,452.7,15.1,7.96,0.22,28.38,8.07,6.61,2021
6/29/2021,1276,11:38,30,WrCr,470.5,20.4,7.99,0.23,172,5.2,8.61,2021
7/6/2021,1283,11:22,29,WrCr,450.2,19.8,8.04,,23.58,6.83,4.06,2021
7/13/2021,1290,11:35,26,WrCr,320.5,19.5,8.03,,81.95,8.22,2.25,2021
7/21/2021,1298,17:35,23.8,WrCr,457.9,21.6,8,,15.6,5.79,4.85,2021
7/29/2021,1306,12:09,24.44,WrCr,449.5,19.4,8.23,,52.1,7.95,5.43,2021
8/18/2021,1326,11:16,23.9,WrCr,220.1,19.9,7.93,,481.5,8.49,1.88,2021
9/2/2021,1341,14:08,22.78,WrCr,322.6,17.7,8.24,0.15,26.9,7.97,5.36,2021
9/6/2021,1345,14:32,25,WrCr,410.3,18.1,8.23,0.2,15.5,8.25,6.7,2021
9/12/2021,1351,12:30,23.8,WrCr,436.1,17.7,8.1,0.21,11.01,7.35,6.02,2021
9/21/2021,1360,13:18,24.4,WrCr,483.9,19.5,8.11,0.23,8.76,6.4,7.45,2021
